<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.11	06:06:00	1.09396	1.09401	1.09395	1.09401	43	0	4
2024.03.11	06:07:00	1.09401	1.09402	1.09399	1.09400	24	0	4
2024.03.11	06:08:00	1.09399	1.09401	1.09396	1.09396	21	0	4
2024.03.11	06:09:00	1.09395	1.09401	1.09395	1.09400	28	0	4
2024.03.11	06:10:00	1.09400	1.09405	1.09399	1.09401	39	0	4
2024.03.11	06:11:00	1.09402	1.09402	1.09399	1.09400	42	0	4
2024.03.11	06:12:00	1.09401	1.09403	1.09400	1.09401	23	0	4
2024.03.11	06:13:00	1.09401	1.09403	1.09400	1.09400	36	0	4
2024.03.11	06:14:00	1.09401	1.09403	1.09400	1.09402	24	0	4
2024.03.11	06:15:00	1.09403	1.09405	1.09400	1.09405	23	0	4
2024.03.11	06:16:00	1.09405	1.09407	1.09402	1.09405	36	0	4
2024.03.11	06:17:00	1.09404	1.09417	1.09404	1.09411	34	0	4
2024.03.11	06:18:00	1.09410	1.09411	1.09406	1.09410	33	0	4
2024.03.11	06:19:00	1.09411	1.09412	1.09409	1.09410	22	0	4
2024.03.11	06:20:00	1.09410	1.09412	1.09407	1.09410	34	0	4
2024.03.11	06:21:00	1.09410	1.09410	1.09404	1.09405	27	0	4
2024.03.11	06:22:00	1.09405	1.09405	1.09400	1.09401	32	0	4
2024.03.11	06:23:00	1.09401	1.09401	1.09399	1.09400	29	0	4
2024.03.11	06:24:00	1.09400	1.09400	1.09397	1.09398	40	0	4
2024.03.11	06:25:00	1.09398	1.09401	1.09397	1.09398	32	0	4
2024.03.11	06:26:00	1.09397	1.09398	1.09394	1.09395	37	0	4
2024.03.11	06:27:00	1.09395	1.09398	1.09392	1.09395	35	0	4
2024.03.11	06:28:00	1.09395	1.09396	1.09394	1.09395	5	0	4
2024.03.11	06:29:00	1.09395	1.09397	1.09394	1.09395	8	0	4
2024.03.11	06:30:00	1.09393	1.09397	1.09389	1.09390	22	0	4
2024.03.11	06:31:00	1.09390	1.09392	1.09382	1.09385	28	0	4
2024.03.11	06:32:00	1.09386	1.09386	1.09381	1.09381	20	0	4
2024.03.11	06:33:00	1.09379	1.09384	1.09379	1.09382	16	0	4
2024.03.11	06:34:00	1.09382	1.09384	1.09382	1.09382	9	0	0
2024.03.11	06:35:00	1.09383	1.09387	1.09382	1.09384	47	0	4
2024.03.11	06:36:00	1.09385	1.09386	1.09383	1.09385	21	0	4
2024.03.11	06:37:00	1.09385	1.09385	1.09382	1.09385	23	0	4
2024.03.11	06:38:00	1.09385	1.09392	1.09383	1.09384	39	0	4
2024.03.11	06:39:00	1.09383	1.09389	1.09383	1.09389	23	0	4
2024.03.11	06:40:00	1.09388	1.09388	1.09382	1.09383	39	0	4
2024.03.11	06:41:00	1.09383	1.09383	1.09370	1.09374	41	0	4
2024.03.11	06:42:00	1.09373	1.09383	1.09373	1.09383	41	0	4
2024.03.11	06:43:00	1.09382	1.09383	1.09379	1.09382	28	0	4
2024.03.11	06:44:00	1.09382	1.09382	1.09379	1.09380	17	0	4
2024.03.11	06:45:00	1.09380	1.09383	1.09371	1.09374	49	0	4
2024.03.11	06:46:00	1.09375	1.09375	1.09368	1.09371	30	0	4
2024.03.11	06:47:00	1.09370	1.09373	1.09370	1.09371	37	0	4
2024.03.11	06:48:00	1.09371	1.09373	1.09368	1.09373	12	0	4
2024.03.11	06:49:00	1.09372	1.09373	1.09370	1.09370	18	0	4
2024.03.11	06:50:00	1.09370	1.09373	1.09366	1.09370	15	0	4
2024.03.11	06:51:00	1.09369	1.09370	1.09367	1.09368	15	0	4
2024.03.11	06:52:00	1.09366	1.09371	1.09366	1.09369	15	0	4
2024.03.11	06:53:00	1.09367	1.09371	1.09367	1.09369	18	0	0
2024.03.11	06:54:00	1.09369	1.09370	1.09369	1.09370	4	0	4
2024.03.11	06:55:00	1.09370	1.09376	1.09369	1.09375	26	0	4
2024.03.11	06:56:00	1.09375	1.09378	1.09373	1.09375	35	0	4
2024.03.11	06:57:00	1.09376	1.09380	1.09375	1.09380	18	0	4
2024.03.11	06:58:00	1.09381	1.09385	1.09381	1.09385	20	0	4
2024.03.11	06:59:00	1.09385	1.09387	1.09383	1.09384	19	0	4
2024.03.11	07:00:00	1.09387	1.09397	1.09384	1.09389	66	0	4
2024.03.11	07:01:00	1.09389	1.09400	1.09389	1.09400	33	0	4
2024.03.11	07:02:00	1.09400	1.09401	1.09395	1.09400	62	0	4
2024.03.11	07:03:00	1.09400	1.09404	1.09395	1.09400	34	0	4
2024.03.11	07:04:00	1.09399	1.09402	1.09399	1.09400	44	0	4
2024.03.11	07:05:00	1.09399	1.09401	1.09392	1.09395	74	0	4
2024.03.11	07:06:00	1.09396	1.09402	1.09395	1.09400	41	0	4
2024.03.11	07:07:00	1.09399	1.09401	1.09395	1.09399	36	0	4
2024.03.11	07:08:00	1.09399	1.09400	1.09394	1.09395	29	0	4
2024.03.11	07:09:00	1.09394	1.09399	1.09394	1.09395	33	0	4
2024.03.11	07:10:00	1.09396	1.09406	1.09396	1.09405	50	0	4
2024.03.11	07:11:00	1.09404	1.09408	1.09401	1.09404	55	0	4
2024.03.11	07:12:00	1.09403	1.09406	1.09401	1.09405	41	0	4
2024.03.11	07:13:00	1.09404	1.09411	1.09402	1.09407	83	0	4
2024.03.11	07:14:00	1.09408	1.09409	1.09400	1.09401	35	0	4
2024.03.11	07:15:00	1.09401	1.09401	1.09396	1.09399	36	0	4
2024.03.11	07:16:00	1.09399	1.09404	1.09398	1.09404	29	0	4
2024.03.11	07:17:00	1.09403	1.09405	1.09402	1.09404	46	0	4
2024.03.11	07:18:00	1.09405	1.09405	1.09399	1.09404	40	0	4
2024.03.11	07:19:00	1.09405	1.09407	1.09404	1.09405	29	0	4
2024.03.11	07:20:00	1.09407	1.09410	1.09402	1.09406	76	0	4
2024.03.11	07:21:00	1.09406	1.09411	1.09404	1.09409	55	0	4
2024.03.11	07:22:00	1.09409	1.09409	1.09405	1.09408	47	0	4
2024.03.11	07:23:00	1.09408	1.09409	1.09405	1.09406	34	0	4
2024.03.11	07:24:00	1.09406	1.09409	1.09406	1.09407	44	0	4
2024.03.11	07:25:00	1.09407	1.09410	1.09406	1.09409	31	0	4
2024.03.11	07:26:00	1.09409	1.09409	1.09405	1.09405	52	0	4
2024.03.11	07:27:00	1.09405	1.09407	1.09398	1.09404	46	0	4
2024.03.11	07:28:00	1.09403	1.09406	1.09403	1.09405	27	0	4
2024.03.11	07:29:00	1.09404	1.09407	1.09404	1.09406	51	0	4
2024.03.11	07:30:00	1.09407	1.09413	1.09406	1.09409	42	0	4
2024.03.11	07:31:00	1.09409	1.09410	1.09404	1.09409	24	0	4
2024.03.11	07:32:00	1.09409	1.09409	1.09404	1.09404	11	0	4
2024.03.11	07:33:00	1.09404	1.09404	1.09399	1.09403	22	0	4
2024.03.11	07:34:00	1.09403	1.09412	1.09403	1.09409	18	0	4
2024.03.11	07:35:00	1.09410	1.09410	1.09404	1.09405	58	0	4
2024.03.11	07:36:00	1.09405	1.09415	1.09405	1.09415	60	0	4
2024.03.11	07:37:00	1.09415	1.09415	1.09405	1.09406	46	0	4
2024.03.11	07:38:00	1.09405	1.09410	1.09404	1.09410	38	0	4
2024.03.11	07:39:00	1.09410	1.09418	1.09408	1.09416	22	0	4
2024.03.11	07:40:00	1.09415	1.09419	1.09411	1.09411	47	0	4
2024.03.11	07:41:00	1.09411	1.09411	1.09407	1.09407	62	0	4
